Hop,Expected,Computed,Absolute Error
0,-4.197188020639095,-4.197188020178462,4.6063242109539715e-10
1,-4.303011176377454,-4.303017331248278,6.154870824559566e-06
2,-4.477514991583772,-4.477535673739003,2.068215523109984e-05
3,-4.6276785447950815,-4.62771647148449,3.792668940860722e-05
4,-4.487407995549997,-4.487465634858808,5.7639308810308876e-05
5,-4.460999847304601,-4.461078552073429,7.870476882843036e-05
