Hop,Expected,Computed,Absolute Error
0,51.0,51.0,0.0
1,52.0,52.0,0.0
2,61.0,61.0,0.0
3,68.0,68.0,0.0
4,70.0,70.0,0.0
5,71.0,71.0,0.0
6,79.0,79.0,0.0
7,86.0,86.0,0.0
8,93.0,93.0,0.0
9,100.0,100.0,0.0
