Operation,Expected,Computed,Absolute Error
0,1.7386376018041436,1.7386375972848707,4.5192729558607425e-09
1,1.823425395394133,1.8234279981734596,2.6027793265104293e-06
2,1.9043963030987852,1.90440509634982,8.7932510348665e-06
3,1.8166849153251614,1.8166997995487857,1.4884223624278548e-05
4,1.8540314468126233,1.8540552540218065,2.3807209183157596e-05
5,1.9328738221319033,1.9329079171013275,3.40949694241921e-05
