Hop,Expected,Computed,Absolute Error
0,-4.197188020639095,-4.197188022031339,1.392244541875698e-09
1,-4.303011176377454,-4.303017337612234,6.161234780144298e-06
2,-4.477514991583772,-4.477535676792486,2.0685208713899783e-05
3,-4.6276785447950815,-4.62771647567189,3.7930876808367486e-05
4,-4.487407995549997,-4.487465638316727,5.764276672959312e-05
5,-4.460999847304601,-4.461078554875099,7.870757049843746e-05
