Hop,Expected,Computed,Absolute Error
0,51.0,51.0,0.0
1,56.0,56.0,0.0
2,57.0,57.0,0.0
3,66.0,66.0,0.0
4,69.0,69.0,0.0
5,75.0,75.0,0.0
6,78.0,78.0,0.0
7,83.0,83.0,0.0
8,88.0,88.0,0.0
9,90.0,90.0,0.0
10,99.0,99.0,0.0
11,106.0,106.0,0.0
