Hop,Expected,Computed,Absolute Error
0,49.0,49.0,0.0
1,55.0,55.0,0.0
2,56.0,56.0,0.0
3,62.0,62.0,0.0
4,64.0,64.0,0.0
5,65.0,65.0,0.0
6,74.0,74.0,0.0
7,83.0,83.0,0.0
8,91.0,91.0,0.0
9,94.0,94.0,0.0
10,95.0,95.0,0.0
11,102.0,102.0,0.0
