Hop,Expected,Computed,Absolute Error
0,4.084309356075481,4.08430935716,1.084519141159035e-09
1,3.9994148004056846,3.9994205251739663,5.724768281645254e-06
2,3.94596735822267,3.9459855830817743,1.8224859104076785e-05
3,3.928632717390092,3.928664915639188,3.219824909583835e-05
