Hop,Expected,Computed,Absolute Error
0,47.0,47.0,0.0
1,49.0,49.0,0.0
2,52.0,52.0,0.0
3,57.0,57.0,0.0
4,61.0,61.0,0.0
5,64.0,64.0,0.0
6,70.0,70.0,0.0
7,72.0,72.0,0.0
8,75.0,75.0,0.0
9,79.0,79.0,0.0
10,84.0,84.0,0.0
11,92.0,92.0,0.0
