Hop,Expected,Computed,Absolute Error
0,-4.197188020639095,-4.197188013480124,7.158970305454204e-09
1,-4.303011176377454,-4.30301732708658,6.150709126018228e-06
2,-4.477514991583772,-4.477535676202288,2.0684618516675357e-05
3,-4.6276785447950815,-4.62771647392819,3.79291331089604e-05
4,-4.487407995549997,-4.487465643548517,5.764799851970537e-05
5,-4.460999847304601,-4.461078559728043,7.871242344226204e-05
